data	nazwa_obszaru	masa [kg]	zawartosc [%]
2038-06-17	Casius	19,8	0,0
2038-06-18	Iapygia	16,0	28,7
2038-06-19	Tharsis	14,5	12,0
2038-06-20	Phoenicis Lacus	14,3	13,0
2038-06-21	Memnonia	12,7	10,7
2038-06-22	Mare Acidalium	12,6	0,0
2038-06-23	Arcadia	19,9	6,6
2038-06-24	Coprates	27,4	6,6
2038-06-25	Tharsis	27,4	0,0
2038-06-26	Thaumasia	11,2	0,3
2038-06-27	Amazonis	19,9	19,4
2038-06-28	Cebrenia	13,0	0,4
2038-06-29	Memnonia	25,4	12,4
2038-06-30	Mare Boreum	23,5	0,7
2038-07-01	Mare Acidalium	16,0	0,1
2038-07-02	Noachis	25,0	11,7
2038-07-03	Hellas	22,2	0,9
2038-07-04	Argyre	29,6	0,0
2038-07-05	Iapygia	10,1	0,0
2038-07-06	Mare Boreum	26,3	6,7
2038-07-07	Iapygia	27,3	15,3
2038-07-08	Amazonis	27,8	0,0
2038-07-09	Noachis	16,7	4,9
2038-07-10	Phoenicis Lacus	15,0	9,4
2038-07-11	Iapygia	10,4	28,5
2038-07-12	Phoenicis Lacus	18,1	9,6
2038-07-13	Phaethontis	26,7	1,5
2038-07-14	Eridania	22,9	8,9
2038-07-15	Phoenicis Lacus	29,3	0,0
2038-07-16	Coprates	26,4	3,2
2038-07-17	Memnonia	20,0	7,3
2038-07-18	Amazonis	17,1	0,0
2038-07-19	Amenthes	18,8	0,0
2038-07-20	Eridania	12,6	4,4
2038-07-21	Mare Acidalium	24,0	0,0
2038-07-22	Tharsis	13,4	35,6
2038-07-23	Iapygia	25,7	21,1
2038-07-24	Margaritifer Sinus	24,9	2,0
2038-07-25	Amazonis	12,5	0,0
2038-07-26	Iapygia	21,8	0,0
2038-07-27	Amenthes	15,8	6,7
2038-07-28	Sinus Sabaeus	13,9	0,0
2038-07-29	Elysium	12,2	4,4
2038-07-30	Amazonis	12,2	0,0
2038-07-31	Tharsis	13,7	28,0
2038-08-01	Lunae Palus	27,9	0,0
2038-08-02	Eridania	25,6	1,7
2038-08-03	Arabia	11,7	4,6
2038-08-04	Ismenius Lacus	27,3	0,0
2038-08-05	Amazonis	25,6	18,2
2038-08-06	Thaumasia	23,6	0,1
2038-08-07	Iapygia	14,6	0,0
2038-08-08	Mare Boreum	17,4	7,8
2038-08-09	Iapygia	27,4	0,0
2038-08-10	Tharsis	15,2	5,9
2038-08-11	Mare Australe	11,6	0,0
2038-08-12	Arcadia	10,8	1,6
2038-08-13	Mare Acidalium	12,0	3,9
2038-08-14	Arcadia	14,0	5,0
2038-08-15	Tharsis	26,4	0,0
2038-08-16	Phoenicis Lacus	23,0	20,1
2038-08-17	Ismenius Lacus	20,5	1,1
2038-08-18	Arabia	15,9	3,1
2038-08-19	Iapygia	20,8	6,9
2038-08-20	Margaritifer Sinus	12,9	1,5
2038-08-21	Tharsis	11,6	15,8
2038-08-22	Eridania	25,6	0,0
2038-08-23	Coprates	15,7	6,7
2038-08-24	Arabia	25,5	0,0
2038-08-25	Mare Acidalium	19,5	3,4
2038-08-26	Syrtis Major	14,1	0,0
2038-08-27	Noachis	26,4	0,0
2038-08-28	Phoenicis Lacus	11,7	8,4
2038-08-29	Syrtis Major	28,0	0,0
2038-08-30	Lunae Palus	13,0	0,1
2038-08-31	Amazonis	10,8	11,3
2038-09-01	Amazonis	26,4	18,7
2038-09-02	Tharsis	26,7	3,9
2038-09-03	Amazonis	11,7	13,0
2038-09-04	Diacria	12,0	0,4
2038-09-05	Margaritifer Sinus	24,2	0,7
2038-09-06	Arcadia	27,3	3,7
2038-09-07	Eridania	10,7	0,0
2038-09-08	Ismenius Lacus	11,1	0,0
2038-09-09	Coprates	28,5	19,8
2038-09-10	Tharsis	10,1	0,0
2038-09-11	Mare Boreum	20,8	11,2
2038-09-12	Coprates	16,6	0,0
2038-09-13	Eridania	26,4	10,0
2038-09-14	Mare Acidalium	15,1	0,0
2038-09-15	Noachis	20,9	10,1
2038-09-16	Eridania	27,3	5,3
2038-09-17	Noachis	17,6	5,5
2038-09-18	Tharsis	27,8	0,0
2038-09-19	Iapygia	25,8	12,1
2038-09-20	Arcadia	18,1	1,1
2038-09-21	Sinus Sabaeus	21,9	7,7
2038-09-22	Casius	23,2	5,1
2038-09-23	Hellas	26,6	0,3
2038-09-24	Amazonis	23,2	0,0
2038-09-25	Iapygia	11,0	40,9
2038-09-26	Aeolis	26,8	2,3
2038-09-27	Eridania	22,2	0,0
2038-09-28	Memnonia	10,2	6,1
2038-09-29	Phaethontis	18,4	1,5
2038-09-30	Coprates	29,4	22,3
2038-10-01	Aeolis	23,4	0,0
2038-10-02	Amenthes	13,6	6,1
2038-10-03	Coprates	17,7	1,4
2038-10-04	Aeolis	17,0	5,9
2038-10-05	Noachis	29,6	6,6
2038-10-06	Iapygia	23,4	0,0
2038-10-07	Coprates	21,3	22,4
2038-10-08	Tharsis	18,6	0,0
2038-10-09	Eridania	16,8	2,8
2038-10-10	Elysium	13,2	4,0
2038-10-11	Tharsis	29,8	24,9
2038-10-12	Iapygia	10,6	31,8
2038-10-13	Phoenicis Lacus	11,9	12,3
2038-10-14	Diacria	26,8	0,5
2038-10-15	Mare Acidalium	29,0	3,5
2038-10-16	Elysium	22,9	2,0
2038-10-17	Margaritifer Sinus	27,1	0,0
2038-10-18	Iapygia	11,8	49,0
2038-10-19	Noachis	26,6	0,0
2038-10-20	Memnonia	21,3	0,0
2038-10-21	Amazonis	23,2	0,0
2038-10-22	Iapygia	27,3	0,0
2038-10-23	Eridania	21,3	2,6
2038-10-24	Tharsis	22,9	5,3
2038-10-25	Thaumasia	25,0	0,0
2038-10-26	Argyre	15,9	2,5
2038-10-27	Mare Acidalium	19,2	1,3
2038-10-28	Coprates	22,5	10,9
2038-10-29	Eridania	28,7	13,3
2038-10-30	Tharsis	14,6	29,3
2038-10-31	Memnonia	12,1	6,5
2038-11-01	Tharsis	20,0	26,1
2038-11-02	Casius	20,8	2,5
2038-11-03	Coprates	26,6	5,9
