nr_lazika	data_pomiaru	kod_obszaru	wspolrzedne	glebokosc	ilosc
70	2071-01-13	MC-18	19.83S, 47.37W	447	8255
52	2068-01-21	MC-16	15.72S, 139.64W	39	6205
9	2060-01-05	MC-26	40.41S, 28.39W	30	1526
49	2068-03-04	MC-26	38.06S, 34.64W	447	756
39	2066-01-12	MC-24	60.62S, 174.70W	157	3461
97	2072-06-11	MC-01	80.39N, 12.85W	36	2739
24	2056-04-25	MC-23	28.29S, 137.50E	117	3919
55	2073-02-21	MC-07	58.52N, 155.41E	365	7752
39	2063-07-22	MC-24	53.58S, 168.38W	47	1396
27	2059-06-23	MC-28	59.71S, 77.91E	52	3461
34	2064-12-29	MC-14	8.40N, 101.51E	188	883
98	2073-08-05	MC-21	26.95S, 82.88E	20	1138
8	2055-09-06	MC-27	47.20S, 3.13E	41	13527
27	2064-05-06	MC-30	84.83S, 98.75E	221	7279
8	2055-10-18	MC-27	44.08S, 18.07E	90	12605
49	2068-04-04	MC-26	35.14S, 17.75W	221	6409
26	2058-10-29	MC-27	34.34S, 52.37E	15	17000
56	2069-11-13	MC-18	20.89S, 68.29W	93	5622
94	2069-03-02	MC-29	52.94S, 130.90E	54	883
54	2067-03-05	MC-14	17.46N, 113.68E	241	5436
67	2071-01-29	MC-25	38.54S, 84.49W	204	19313
63	2067-11-25	MC-30	69.89S, 98.65E	11	3022
76	2074-07-07	MC-07	33.18N, 176.84E	117	12605
16	2055-08-03	MC-25	46.64S, 106.91W	90	3919
17	2061-07-10	MC-06	39.23N, 86.99E	82	2880
26	2059-03-06	MC-28	33.51S, 75.29E	45	18486
9	2059-01-25	MC-11	2.66N, 7.54W	70	3461
4	2057-03-17	MC-26	58.63S, 42.39W	61	4731
19	2057-04-10	MC-07	39.21N, 156.53E	96	7052
47	2070-04-18	MC-11	3.76N, 20.20W	65	6205
4	2056-09-22	MC-19	26.08S, 33.61W	152	1656
94	2073-02-11	MC-29	64.90S, 134.68E	120	23366
85	2075-01-12	MC-22	7.68S, 104.87E	307	883
56	2073-06-30	MC-18	19.87S, 73.41W	37	8255
20	2058-06-17	MC-28	38.68S, 67.94E	85	11771
32	2064-02-16	MC-25	33.55S, 111.58W	39	19313
89	2074-05-07	MC-25	63.09S, 114.15W	181	10654
66	2070-08-28	MC-23	2.49S, 141.19E	65	3612
39	2064-05-25	MC-29	46.01S, 177.04E	109	1010
26	2055-12-30	MC-28	50.06S, 83.00E	59	5436
10	2059-05-01	MC-19	19.25S, 35.27W	59	6006
38	2063-07-13	MC-02	62.12N, 128.42W	147	4731
32	2063-01-27	MC-25	47.48S, 93.91W	14	4076
42	2071-07-12	MC-07	43.73N, 173.22E	631	14551
77	2075-09-18	MC-22	14.94S, 112.53E	152	1267
100	2074-03-28	MC-24	57.13S, 165.67W	188	4076
5	2058-12-16	MC-13	24.06N, 63.26E	524	4563
45	2067-04-16	MC-21	12.85S, 75.44E	43	7512
2	2051-04-19	MC-22	6.53S, 120.94E	147	5812
12	2057-10-27	MC-09	1.39N, 104.18W	365	3612
41	2064-12-17	MC-05	51.98N, 37.54E	50	1788
89	2073-09-08	MC-25	52.04S, 108.34W	34	17718
77	2077-11-07	MC-22	24.94S, 96.01E	96	5436
28	2059-05-14	MC-30	75.76S, 43.00W	85	3313
9	2055-11-11	MC-19	16.25S, 22.04W	524	5812
52	2069-11-17	MC-17	12.96S, 117.24W	1057	5812
74	2073-11-13	MC-12	7.03N, 8.67E	157	3167
5	2054-12-08	MC-12	11.17N, 39.44E	106	3461
3	2051-09-01	MC-24	57.87S, 132.24W	212	3313
53	2068-06-18	MC-24	59.33S, 153.44W	169	5622
28	2060-05-03	MC-25	46.35S, 86.03W	117	9366
86	2072-04-12	MC-01	83.72N, 114.72E	47	7752
54	2068-09-29	MC-14	26.96N, 100.94E	147	883
12	2058-05-04	MC-17	12.23S, 112.07W	113	3022
89	2075-05-03	MC-30	66.81S, 79.18W	572	11011
32	2061-01-21	MC-25	45.04S, 92.81W	325	14025
19	2058-12-29	MC-07	51.04N, 149.25E	1270	6409
76	2075-02-22	MC-07	41.62N, 150.53E	117	1138
100	2074-07-02	MC-30	70.07S, 161.69W	231	9366
98	2072-12-30	MC-28	31.00S, 74.72E	416	5812
82	2070-09-18	MC-23	29.72S, 166.86E	96	4398
45	2066-07-15	MC-21	8.62S, 58.85E	365	2739
4	2056-04-23	MC-26	32.66S, 32.52W	12	3461
31	2062-09-01	MC-01	72.51N, 91.60W	124	7752
55	2071-05-21	MC-07	31.34N, 128.61E	157	15109
23	2057-12-01	MC-16	1.26S, 141.29W	221	1138
55	2069-02-28	MC-15	20.49N, 150.77E	15	4563
20	2060-04-03	MC-27	39.18S, 55.40E	482	10654
27	2059-12-27	MC-28	64.15S, 92.53E	524	17000
26	2056-06-15	MC-27	62.10S, 53.67E	221	8519
10	2056-01-30	MC-25	42.95S, 73.24W	128	2188
98	2071-10-23	MC-28	40.78S, 71.94E	791	15109
5	2056-09-21	MC-21	4.75S, 84.31E	61	1920
42	2067-11-30	MC-15	24.50N, 141.82E	133	756
47	2075-04-13	MC-04	48.53N, 24.57W	45	2461
44	2068-07-12	MC-06	46.18N, 107.63E	152	629
42	2066-04-17	MC-15	9.17N, 171.60E	1270	6006
24	2056-02-16	MC-29	41.10S, 126.52E	307	629
82	2071-11-27	MC-29	40.15S, 152.99E	45	12605
22	2055-08-09	MC-20	8.56S, 41.13E	142	756
5	2061-02-19	MC-13	17.76N, 61.43E	204	2599
86	2074-04-02	MC-01	84.12N, 124.70E	36	3167
98	2075-06-28	MC-28	57.82S, 93.92E	344	11382
35	2061-06-19	MC-17	14.65S, 115.32W	702	10654
27	2062-12-08	MC-28	61.28S, 91.29E	7	4398
77	2074-04-05	MC-22	12.33S, 111.01E	181	4563
56	2069-04-30	MC-25	43.53S, 69.45W	41	14025
69	2072-06-03	MC-07	50.03N, 152.18E	24	35789
39	2068-06-11	MC-24	49.85S, 165.46W	59	5622
41	2070-08-17	MC-05	50.67N, 37.03E	85	18486
90	2073-07-19	MC-24	64.14S, 152.54W	231	9074
79	2075-04-14	MC-14	8.43N, 107.25E	152	2880
32	2062-12-13	MC-25	44.63S, 91.38W	142	26004
76	2078-12-18	MC-15	28.56N, 171.18E	39	16330
10	2062-06-27	MC-25	34.39S, 67.72W	181	5255
34	2062-10-07	MC-07	37.41N, 122.65E	325	24621
62	2068-12-10	MC-21	2.85S, 49.59E	169	5436
66	2069-05-30	MC-07	34.48N, 154.95E	128	12178
66	2072-10-09	MC-15	27.17N, 143.35E	30	2188
35	2064-11-13	MC-25	31.82S, 86.83W	57	2739
77	2078-01-06	MC-28	36.39S, 105.41E	14	10313
55	2070-11-24	MC-14	17.06N, 131.22E	63	3919
86	2072-06-14	MC-06	63.90N, 99.05E	572	13527
84	2072-09-29	MC-07	44.90N, 135.49E	905	29243
2	2052-03-07	MC-15	1.53N, 142.37E	96	1138
52	2072-08-29	MC-16	14.56S, 143.55W	204	3919
83	2072-05-05	MC-01	67.44N, 77.55E	212	5436
12	2056-05-31	MC-09	5.23N, 126.76W	106	5436
47	2075-03-07	MC-04	36.67N, 8.98W	34	1010
27	2059-11-16	MC-30	70.15S, 76.87E	88	9074
88	2072-09-11	MC-19	6.44S, 21.35W	252	5255
52	2067-03-13	MC-09	14.26N, 100.20W	137	5255
32	2063-11-23	MC-25	53.48S, 111.03W	50	63326
77	2075-05-02	MC-28	39.57S, 96.47E	24	5255
31	2065-10-19	MC-03	63.04N, 84.63W	175	1920
48	2066-12-31	MC-07	45.70N, 134.85E	152	13527
26	2057-02-14	MC-28	43.53S, 64.32E	163	26004
72	2074-12-22	MC-25	36.07S, 112.82W	344	3313
2	2057-09-15	MC-06	33.72N, 94.19E	292	1396
2	2054-12-22	MC-22	13.91S, 101.12E	1270	9366
17	2056-12-11	MC-13	6.28N, 78.69E	113	7052
82	2070-05-12	MC-29	34.46S, 144.11E	36	18486
58	2069-11-21	MC-30	67.25S, 19.32W	117	38630
10	2058-11-17	MC-25	48.58S, 70.68W	905	22220
47	2076-01-13	MC-04	32.38N, 40.18W	24	756
27	2060-08-06	MC-30	68.70S, 78.60E	365	45837
55	2071-04-19	MC-07	44.08N, 130.23E	63	7752
9	2057-03-15	MC-27	40.39S, 2.55E	100	4235
98	2072-08-25	MC-28	39.85S, 90.74E	100	1656
78	2075-08-28	MC-08	6.96N, 162.13W	39	6409
11	2057-07-19	MC-26	53.44S, 32.99W	106	6006
27	2061-10-25	MC-30	85.18S, 94.29E	19	16330
77	2076-05-06	MC-22	22.86S, 93.87E	24	1656
62	2068-06-17	MC-12	16.42N, 18.87E	67	8000
45	2065-07-08	MC-13	15.09N, 66.28E	90	1396
45	2067-02-02	MC-21	13.46S, 73.35E	88	4076
2	2056-04-08	MC-22	11.01S, 95.28E	96	883
2	2051-09-21	MC-23	14.59S, 138.00E	221	6618
44	2071-11-03	MC-01	78.38N, 146.34E	54	1920
60	2070-08-30	MC-26	45.98S, 28.18W	124	33322
26	2055-11-17	MC-30	67.02S, 58.43E	88	19313
2	2054-11-10	MC-15	20.37N, 144.99E	61	8000
2	2057-04-13	MC-23	12.70S, 143.33E	447	6006
98	2073-05-15	MC-28	41.61S, 97.58E	292	18486
13	2053-11-19	MC-07	58.65N, 128.29E	90	5255
59	2069-11-24	MC-29	53.18S, 128.27E	905	10313
42	2068-07-13	MC-02	46.62N, 176.95W	63	4902
47	2068-01-30	MC-11	8.67N, 39.06W	188	4076
94	2070-10-24	MC-29	55.83S, 125.27E	36	23366
6	2053-03-21	MC-01	70.64N, 161.36E	24	5255
50	2065-04-03	MC-15	16.49N, 136.60E	100	6409
9	2060-05-19	MC-26	41.19S, 8.99W	9	10313
75	2075-06-17	MC-28	46.80S, 106.83E	90	8519
4	2056-09-03	MC-26	48.46S, 31.20W	59	18486
5	2060-02-16	MC-21	13.34S, 80.72E	41	5436
5	2053-08-04	MC-21	6.54S, 80.82E	65	5436
53	2068-11-03	MC-30	88.60S, 178.38W	96	14551
32	2063-12-21	MC-25	33.90S, 114.71W	133	2461
69	2076-05-08	MC-01	89.75N, 168.91E	11	10654
20	2060-01-31	MC-27	60.48S, 59.90E	365	11771
23	2057-03-07	MC-16	3.21S, 174.40W	96	6006
6	2053-04-22	MC-01	84.42N, 135.20E	30	1526
55	2068-06-29	MC-07	42.70N, 131.38E	52	5255
100	2074-10-24	MC-24	48.54S, 145.59W	85	2324
98	2071-04-13	MC-28	47.67S, 83.43E	120	56210
5	2053-06-26	MC-21	5.93S, 69.25E	163	5812
84	2072-07-21	MC-07	49.53N, 130.67E	124	56210
7	2054-07-28	MC-04	47.12N, 59.34W	29	5812
95	2071-08-01	MC-10	7.07N, 81.25W	70	5812
86	2072-11-02	MC-06	53.40N, 111.26E	22	20205
82	2070-02-01	MC-29	38.90S, 143.56E	106	883
47	2066-11-30	MC-04	47.63N, 24.78W	163	11382
10	2057-04-26	MC-25	43.25S, 76.61W	63	2461
35	2064-02-04	MC-17	20.93S, 92.68W	572	10654
56	2069-06-12	MC-26	46.15S, 51.26W	32	3919
91	2073-12-28	MC-01	70.34N, 146.84W	24	9366
53	2068-02-05	MC-24	55.99S, 141.50W	196	1788
23	2056-02-16	MC-24	40.94S, 159.17W	157	6618
19	2057-02-03	MC-07	57.80N, 163.40E	365	1138
77	2076-11-16	MC-22	12.36S, 101.15E	52	3461
28	2060-12-26	MC-25	55.71S, 72.69W	572	38630
69	2070-01-22	MC-07	61.98N, 150.10E	416	17718
74	2072-10-17	MC-12	16.87N, 11.77E	36	9366
56	2068-09-27	MC-18	27.61S, 58.88W	482	7512
54	2068-06-20	MC-14	5.09N, 106.74E	175	4563
55	2067-07-28	MC-15	23.35N, 142.76E	29	1656
47	2072-12-09	MC-11	28.37N, 21.35W	75	2324
42	2070-10-22	MC-15	16.42N, 150.92E	175	10313
5	2058-04-23	MC-13	20.07N, 77.43E	59	8000
77	2076-07-05	MC-28	40.73S, 102.85E	59	756
101	2073-01-22	MC-07	64.40N, 164.58E	67	3461
89	2074-04-11	MC-25	48.29S, 106.52W	241	6832
83	2071-09-10	MC-01	73.05N, 60.79E	70	1788
17	2056-01-26	MC-13	22.37N, 68.68E	47	2739
6	2053-06-16	MC-01	74.11N, 137.64E	24	33322
47	2075-01-15	MC-04	38.22N, 28.11W	90	14551
99	2073-06-07	MC-12	23.33N, 21.37E	631	4563
6	2054-07-13	MC-01	68.33N, 161.93E	37	10654
71	2072-10-04	MC-24	38.94S, 150.50W	241	7279
9	2058-10-24	MC-26	35.74S, 18.12W	24	22220
34	2065-07-04	MC-14	26.81N, 119.06E	39	3313
85	2073-11-07	MC-21	6.14S, 77.73E	252	6006
64	2068-02-07	MC-28	62.46S, 79.45E	24	24621
47	2071-11-30	MC-11	12.20N, 39.20W	82	5076
26	2059-01-08	MC-28	44.83S, 78.87E	212	7512
94	2069-04-28	MC-29	46.75S, 129.00E	59	56210
77	2077-01-08	MC-22	19.14S, 103.55E	24	1267
17	2062-08-22	MC-06	34.61N, 104.34E	124	5255
75	2074-02-06	MC-29	59.20S, 128.86E	277	33322
26	2058-02-21	MC-27	54.81S, 50.89E	41	5436
32	2066-08-06	MC-25	50.70S, 111.93W	482	13527
15	2055-03-24	MC-16	28.35S, 174.36W	96	10654
29	2061-10-25	MC-16	25.97S, 157.63W	57	9985
29	2059-07-26	MC-16	18.23S, 141.08W	63	1267
83	2072-02-25	MC-01	72.75N, 78.29E	88	31157
33	2061-06-03	MC-05	59.35N, 45.28E	100	1010
65	2069-08-07	MC-19	19.17S, 11.71W	221	3764
24	2055-09-14	MC-22	28.90S, 124.21E	482	1267
92	2075-01-11	MC-01	68.63N, 62.23E	43	3612
17	2062-09-20	MC-06	43.37N, 99.20E	702	4563
66	2071-08-23	MC-15	15.61N, 163.79E	61	8791
41	2069-06-03	MC-01	82.53N, 43.11E	416	3461
56	2068-06-19	MC-25	52.41S, 73.46W	631	2461
84	2072-04-12	MC-07	53.77N, 134.68E	82	1010
31	2060-04-08	MC-03	57.22N, 96.56W	27	31157
63	2067-08-15	MC-28	55.52S, 116.66E	277	4731
66	2073-04-12	MC-15	23.76N, 158.49E	37	2054
78	2075-08-12	MC-16	6.16S, 149.41W	196	8000
37	2062-05-20	MC-15	15.48N, 144.15E	124	9985
48	2067-04-12	MC-07	61.86N, 133.13E	47	38630
29	2059-09-30	MC-16	28.36S, 144.56W	50	5076
13	2053-10-21	MC-01	69.13N, 133.96E	54	15700
56	2070-07-23	MC-18	18.01S, 74.77W	100	4902
17	2057-07-04	MC-14	15.23N, 98.45E	88	1920
69	2074-07-06	MC-01	78.44N, 157.49E	17	13527
21	2057-08-29	MC-17	20.79S, 126.53W	70	7052
60	2070-01-16	MC-26	60.41S, 17.17W	47	3764
17	2061-04-01	MC-14	23.20N, 105.30E	93	6205
44	2069-12-03	MC-07	41.40N, 147.61E	344	1920
37	2063-07-09	MC-15	10.23N, 140.22E	67	6618
32	2067-10-05	MC-25	39.78S, 77.65W	29	1920
98	2071-09-08	MC-28	42.87S, 98.84E	22	3764
78	2075-10-26	MC-16	10.23S, 171.04W	88	1656
4	2052-10-26	MC-19	29.66S, 39.43W	231	1920
2	2053-12-05	MC-22	11.37S, 104.83E	152	629
27	2063-04-19	MC-28	50.33S, 97.33E	482	31157
27	2063-10-31	MC-28	55.54S, 106.77E	905	3167
77	2076-12-02	MC-21	19.32S, 82.80E	631	2324
44	2068-09-19	MC-06	58.56N, 116.65E	77	6205
82	2071-02-17	MC-29	31.76S, 174.85E	702	10313
60	2071-05-15	MC-26	43.08S, 35.75W	41	1656
18	2058-08-12	MC-24	46.55S, 178.85W	147	8791
86	2075-03-18	MC-06	61.72N, 102.93E	1057	3919
89	2075-05-23	MC-30	81.80S, 114.36W	88	1267
10	2060-04-30	MC-19	14.55S, 39.87W	34	5622
41	2065-12-14	MC-01	66.44N, 44.05E	27	31157
27	2056-07-16	MC-28	59.76S, 113.76E	85	8791
41	2067-04-23	MC-05	51.56N, 46.95E	231	17718
13	2055-05-24	MC-06	54.33N, 115.51E	169	27536
27	2056-12-19	MC-28	56.48S, 111.21E	1270	15109
39	2065-04-12	MC-30	79.50S, 172.81E	67	2188
65	2068-10-22	MC-11	14.59N, 2.68W	75	2188
77	2076-09-24	MC-28	35.44S, 81.96E	27	10313
37	2063-12-06	MC-14	5.59N, 120.21E	142	2461
95	2068-04-25	MC-18	13.91S, 66.24W	34	6205
94	2072-01-04	MC-29	49.46S, 136.86E	82	1656
66	2068-09-04	MC-07	32.62N, 141.28E	45	3919
74	2073-10-17	MC-12	21.83N, 13.03E	14	12178
25	2056-01-28	MC-24	56.45S, 171.20W	15	5812
44	2068-01-17	MC-01	80.57N, 126.31E	702	18486
56	2070-01-11	MC-17	11.82S, 95.67W	124	7512
31	2065-08-17	MC-01	82.65N, 102.99W	163	4398
30	2060-07-02	MC-03	31.70N, 71.43W	1270	5255
30	2061-08-21	MC-03	38.73N, 82.89W	113	4563
2	2053-09-03	MC-23	9.36S, 139.98E	447	8791
52	2073-07-21	MC-17	2.07S, 100.21W	93	1526
52	2072-05-02	MC-17	8.92S, 120.92W	264	4076
28	2060-09-21	MC-25	44.56S, 76.47W	524	4235
3	2052-01-13	MC-24	43.24S, 127.21W	1270	2188
17	2060-11-29	MC-13	12.46N, 65.27E	82	4731
52	2068-07-26	MC-09	18.19N, 116.28W	117	7752
44	2066-05-16	MC-06	63.45N, 116.55E	17	20205
45	2066-04-24	MC-13	17.96N, 52.94E	32	756
10	2063-03-05	MC-18	3.57S, 65.57W	791	2880
5	2058-10-14	MC-13	10.97N, 56.54E	54	7512
10	2060-05-13	MC-26	32.38S, 36.94W	50	15700
62	2067-05-31	MC-12	9.53N, 44.27E	113	5622
53	2067-03-13	MC-30	89.27S, 142.05W	524	19313
83	2070-02-17	MC-01	69.19N, 70.70E	20	84631
43	2065-10-02	MC-17	29.66S, 109.86W	90	2739
82	2072-04-30	MC-29	61.34S, 170.79E	241	31157
5	2056-06-09	MC-13	13.58N, 57.25E	30	8255
35	2062-02-16	MC-25	32.88S, 95.68W	344	17000
35	2065-03-06	MC-18	1.18S, 89.46W	264	629
26	2056-03-07	MC-30	73.73S, 73.49E	344	629
94	2073-05-30	MC-29	31.47S, 147.56E	41	883
52	2071-08-01	MC-17	14.29S, 123.62W	221	8519
17	2055-08-18	MC-06	38.37N, 94.94E	48	6618
94	2068-04-22	MC-29	60.52S, 135.54E	109	31157
77	2077-09-21	MC-28	40.71S, 109.36E	80	10313
81	2069-03-13	MC-16	14.47S, 172.50W	142	10654
47	2073-03-03	MC-04	51.31N, 26.57W	41	7512
60	2071-06-04	MC-26	34.76S, 45.85W	196	6205
99	2071-09-21	MC-04	39.56N, 10.37W	65	2739
94	2069-11-18	MC-29	48.87S, 152.18E	103	1920
13	2054-04-06	MC-07	52.57N, 130.57E	77	2324
41	2070-03-12	MC-05	48.01N, 36.89E	93	1920
9	2056-04-22	MC-20	29.96S, 3.50E	181	9985
18	2058-02-14	MC-23	8.32S, 151.58E	37	2054
89	2077-02-02	MC-30	66.14S, 104.15W	7	35789
4	2054-03-11	MC-26	55.55S, 18.72W	12	10313
64	2068-05-30	MC-28	47.90S, 78.38E	157	3919
5	2058-01-05	MC-21	9.19S, 49.78E	389	7279
31	2065-06-26	MC-01	80.62N, 109.31W	572	63326
34	2063-09-18	MC-14	11.93N, 103.20E	117	2880
14	2054-04-28	MC-11	16.40N, 16.26W	117	8519
98	2075-02-17	MC-30	67.86S, 67.09E	90	21171
41	2064-03-22	MC-01	72.22N, 46.57E	277	11771
52	2067-04-02	MC-09	19.92N, 113.63W	241	6205
86	2073-01-24	MC-01	83.28N, 138.97E	905	1788
84	2071-06-28	MC-06	63.71N, 119.23E	212	6205
52	2069-10-16	MC-17	10.61S, 109.13W	109	3919
22	2057-02-09	MC-20	3.47S, 38.18E	188	3612
32	2065-11-20	MC-17	18.82S, 110.51W	241	756
76	2077-08-02	MC-08	26.07N, 176.72W	93	4076
86	2075-10-21	MC-07	56.31N, 121.34E	34	3461
25	2055-03-10	MC-24	42.66S, 156.69W	292	13054
89	2074-01-10	MC-25	49.77S, 79.46W	124	5436
52	2072-03-21	MC-08	15.50N, 139.05W	152	1010
23	2056-10-03	MC-16	3.39S, 175.25W	631	1267
22	2056-01-29	MC-21	5.55S, 62.13E	103	3461
28	2062-03-08	MC-30	78.83S, 73.91W	212	13054
20	2058-08-07	MC-27	63.31S, 59.83E	80	17718
44	2067-08-25	MC-01	76.86N, 154.34E	43	5255
55	2071-01-31	MC-07	35.81N, 166.62E	196	883
49	2068-10-09	MC-19	20.75S, 35.60W	117	10313
32	2061-01-05	MC-25	62.85S, 111.11W	96	2188
38	2066-09-24	MC-01	76.28N, 98.57W	27	1656
56	2073-11-07	MC-18	24.49S, 85.36W	39	5076
73	2072-09-29	MC-26	63.18S, 59.83W	100	8519
38	2062-11-27	MC-03	63.03N, 93.56W	7	9366
32	2067-05-23	MC-17	21.44S, 114.29W	416	2599
89	2075-10-16	MC-30	76.72S, 111.35W	17	21171
55	2073-11-05	MC-07	50.22N, 147.65E	1270	6205
66	2072-06-17	MC-07	31.99N, 162.50E	482	3022
32	2060-03-10	MC-25	54.90S, 109.86W	32	15700
38	2067-06-16	MC-03	63.67N, 102.99W	88	13527
79	2074-10-16	MC-15	9.70N, 139.12E	292	3461
2	2055-09-11	MC-22	8.76S, 133.45E	41	5436
24	2055-10-25	MC-29	38.78S, 141.18E	169	17000
77	2077-05-25	MC-22	24.87S, 111.33E	63	4902
50	2065-10-04	MC-15	16.61N, 148.48E	67	9985
27	2061-12-06	MC-28	59.50S, 106.52E	65	4076
47	2066-12-16	MC-11	20.69N, 8.82W	252	6006
69	2075-07-18	MC-01	77.32N, 176.87W	50	6205
85	2073-06-16	MC-14	7.21N, 101.01E	181	1010
66	2068-11-12	MC-15	6.16N, 140.16E	77	5436
10	2062-04-14	MC-26	44.48S, 52.27W	72	33322
94	2072-04-21	MC-29	41.75S, 124.72E	277	12605
9	2056-03-16	MC-12	2.01N, 10.85E	264	6409
60	2072-07-30	MC-26	41.43S, 14.56W	72	883
56	2071-07-20	MC-26	48.47S, 51.24W	1270	17000
30	2060-05-04	MC-03	36.25N, 84.29W	142	13527
60	2071-03-11	MC-26	39.60S, 45.64W	54	2880
56	2067-12-23	MC-25	36.46S, 69.54W	34	3461
3	2052-02-06	MC-24	55.34S, 130.32W	447	9366
5	2053-02-27	MC-21	10.24S, 67.52E	188	7512
87	2073-03-23	MC-26	45.09S, 45.03W	75	6832
69	2075-05-11	MC-01	75.52N, 170.89W	50	10313
35	2061-12-02	MC-17	2.52S, 114.22W	50	1656
29	2060-12-09	MC-17	23.41S, 133.00W	57	1010
34	2064-04-03	MC-14	26.54N, 102.79E	791	4563
49	2069-01-29	MC-26	36.34S, 20.69W	93	1396
32	2065-08-13	MC-25	52.18S, 76.20W	344	17718
46	2067-07-03	MC-30	66.71S, 102.40W	24	1396
5	2060-07-25	MC-20	13.05S, 40.46E	572	3612
11	2057-09-19	MC-26	54.86S, 12.87W	25	22220
52	2073-10-26	MC-09	9.67N, 106.06W	93	6006
26	2056-12-26	MC-21	24.76S, 55.46E	124	2880
99	2071-05-28	MC-04	48.19N, 3.98W	36	4902
44	2066-07-26	MC-01	83.64N, 127.71E	32	56210
10	2059-05-12	MC-25	36.42S, 74.93W	77	7052
17	2056-02-14	MC-06	38.83N, 92.63E	307	629
78	2074-08-05	MC-16	1.82S, 169.56W	96	2599
66	2071-02-15	MC-15	7.49N, 151.45E	277	7052
39	2065-11-01	MC-24	64.41S, 160.32W	221	41937
46	2067-06-01	MC-25	64.62S, 110.55W	128	50510
5	2060-08-09	MC-13	11.82N, 68.98E	212	629
66	2070-03-16	MC-07	35.01N, 139.62E	80	1788
90	2074-10-11	MC-30	73.14S, 146.72W	389	6006
27	2057-06-04	MC-30	83.65S, 82.90E	43	8255
29	2060-01-01	MC-24	44.49S, 158.88W	96	1920
84	2070-10-01	MC-07	58.40N, 136.94E	181	14551
56	2075-01-07	MC-18	27.73S, 78.88W	791	14025
76	2080-09-12	MC-01	66.05N, 169.81W	175	1526
69	2074-09-08	MC-02	59.91N, 175.78W	34	12605
89	2075-08-18	MC-30	69.93S, 91.92W	50	72463
58	2070-11-29	MC-26	55.55S, 16.50W	36	5076
85	2072-06-08	MC-13	4.66N, 75.15E	93	4235
41	2069-12-01	MC-05	53.01N, 42.03E	67	84631
61	2071-12-06	MC-30	75.14S, 26.99W	212	3022
17	2057-12-13	MC-06	44.33N, 71.34E	133	4731
61	2072-02-27	MC-26	53.47S, 26.41W	36	5622
77	2077-08-12	MC-22	26.78S, 114.58E	133	10313
99	2072-04-29	MC-12	21.65N, 9.86E	181	13527
97	2070-09-16	MC-04	62.87N, 47.83W	212	50510
27	2056-10-19	MC-28	52.17S, 105.19E	63	2461
75	2073-04-13	MC-28	54.08S, 93.66E	29	15109
56	2071-10-24	MC-18	15.21S, 84.13W	344	2599
95	2068-11-06	MC-18	1.17S, 84.10W	212	3612
94	2067-12-22	MC-29	44.13S, 125.02E	25	20205
2	2055-02-01	MC-14	13.82N, 97.34E	54	3919
61	2070-07-28	MC-30	67.85S, 4.85W	120	9670
44	2066-10-02	MC-01	76.72N, 114.61E	72	756
86	2074-10-16	MC-01	84.67N, 98.10E	447	4076
20	2059-08-03	MC-27	53.02S, 58.19E	32	63326
3	2052-07-09	MC-24	41.72S, 139.44W	15	1920
2	2056-12-13	MC-14	24.94N, 96.93E	67	7512
72	2074-07-03	MC-24	44.35S, 122.27W	128	1138
49	2068-05-11	MC-26	34.50S, 14.08W	292	3612
63	2067-04-08	MC-28	40.57S, 98.33E	20	33322
99	2072-11-18	MC-04	43.18N, 3.54W	447	1396
70	2071-08-30	MC-18	24.23S, 46.00W	292	2324
27	2060-12-08	MC-30	84.99S, 118.17E	15	15700
95	2070-06-30	MC-18	6.78S, 69.85W	204	8000
28	2062-11-08	MC-30	76.72S, 64.52W	344	2739
66	2074-01-01	MC-14	10.55N, 130.15E	188	3919
65	2069-04-27	MC-19	4.16S, 11.00W	75	1920
24	2056-08-12	MC-29	37.07S, 132.96E	88	5812
100	2073-04-27	MC-24	53.20S, 167.56W	221	5436
10	2056-08-19	MC-19	9.94S, 41.71W	75	1788
49	2069-06-08	MC-26	33.19S, 35.84W	113	3461
51	2066-04-02	MC-26	48.70S, 47.83W	88	14551
10	2061-07-19	MC-26	34.92S, 44.95W	93	5436
35	2061-10-19	MC-17	12.38S, 113.89W	103	7052
93	2067-07-30	MC-03	35.75N, 110.26W	14	3022
42	2069-03-04	MC-07	43.55N, 138.67E	175	5812
55	2068-09-28	MC-15	26.77N, 139.04E	82	13054
2	2057-05-22	MC-14	29.92N, 96.15E	152	9366
5	2056-03-23	MC-13	25.31N, 71.19E	100	4076
32	2061-05-30	MC-25	62.55S, 105.43W	163	9985
53	2066-11-30	MC-30	69.32S, 149.17W	325	1267
84	2071-12-19	MC-07	54.98N, 126.09E	70	10654
41	2064-09-02	MC-05	47.44N, 42.80E	93	6618
74	2074-03-05	MC-12	9.20N, 1.21E	389	756
55	2068-08-22	MC-07	56.44N, 127.20E	17	3919
64	2069-09-14	MC-28	38.78S, 62.18E	36	7752
50	2065-06-14	MC-15	27.11N, 153.11E	96	5812
2	2058-02-19	MC-07	33.70N, 133.54E	48	1656
34	2064-09-21	MC-14	22.60N, 129.94E	67	4563
25	2055-09-19	MC-24	47.18S, 161.25W	524	756
22	2054-06-19	MC-21	7.83S, 46.94E	264	2188
57	2068-10-21	MC-25	42.55S, 115.20W	25	7279
82	2070-04-29	MC-29	31.69S, 172.64E	24	9985
44	2072-05-23	MC-07	41.44N, 149.12E	82	9985
